%%-*- text -*-
%
%  -- Topic: This is the defect prediction data for Eclipse 3.4 SWT, which
%            includes size, complexity, object-oriented metrics, and change metric data.
% 
%  -- Date:  June 2010

@relation 'eclipse34_swt'

@attribute LOC numeric
@attribute AverageComplexity numeric
@attribute MaximumComplexity numeric
@attribute LCOM numeric
@attribute DIT numeric
@attribute IFANIN numeric
@attribute CBO numeric
@attribute NOC numeric
@attribute RFC numeric
@attribute NIM numeric
@attribute NIV numeric
@attribute NCM numeric
@attribute NCV numeric
@attribute WMC numeric
@attribute change_times numeric
@attribute plus numeric
@attribute minus numeric
@attribute isDefective {TRUE,FALSE}

@data
60,1,1,100,2,1,2,0,23,18,0,0,3,18,9,279,279,FALSE
18,1,1,100,2,1,2,0,9,4,0,0,3,4,1,55,55,FALSE
48,1,1,100,2,1,2,1,19,14,0,0,3,14,8,298,202,FALSE
40,1,1,100,5,1,2,1,26,11,0,0,3,11,2,0,83,FALSE
36,1,1,100,2,1,2,0,14,9,0,0,6,9,10,349,349,FALSE
15,1,1,100,2,1,2,0,8,3,0,0,3,3,9,210,210,FALSE
146,1,1,100,2,1,2,1,51,46,0,0,5,46,10,1075,1075,FALSE
69,1,1,100,2,1,2,0,21,16,0,0,17,16,3,1,1,FALSE
68,1,1,100,2,1,2,0,21,16,0,0,17,16,3,118,118,FALSE
36,1,1,100,2,1,2,0,15,10,0,0,3,10,9,407,324,FALSE
18,1,1,100,2,1,2,0,9,4,0,0,3,4,10,162,111,FALSE
36,1,1,100,3,1,2,0,17,10,0,0,3,10,2,158,158,FALSE
24,1,1,100,2,1,2,0,11,6,0,0,3,6,12,270,270,FALSE
12,1,1,100,2,1,2,0,7,2,0,0,3,2,8,100,100,FALSE
39,1,1,100,2,1,2,0,16,11,0,0,3,11,10,368,368,FALSE
21,1,1,100,2,1,2,0,10,5,0,0,3,5,1,59,59,FALSE
60,1,1,100,3,1,2,0,69,18,0,0,3,18,10,510,510,FALSE
24,1,1,100,2,1,2,0,11,6,0,0,3,6,10,267,267,FALSE
21,1,1,100,2,1,2,0,10,5,0,0,3,5,8,133,133,FALSE
67,1,1,100,2,1,2,0,24,19,0,0,7,19,3,243,243,FALSE
22,1,1,100,2,1,2,0,10,5,0,0,3,5,2,1,1,FALSE
28,1,1,100,2,1,2,0,12,7,0,0,3,7,3,28,1,FALSE
24,1,1,100,3,1,2,0,25,6,0,0,3,6,9,318,255,FALSE
30,1,1,100,6,1,2,0,34,8,0,0,3,8,3,207,207,FALSE
53,1,1,100,2,1,2,1,15,10,0,0,20,10,11,468,478,FALSE
24,1,1,100,2,1,2,0,11,6,0,0,3,6,9,136,136,FALSE
48,1,1,100,2,1,2,1,16,11,0,0,12,11,11,445,445,FALSE
21,1,1,100,2,1,2,0,10,5,0,0,3,5,10,251,254,FALSE
15,1,1,100,2,1,2,0,8,3,0,0,3,3,3,103,103,FALSE
22,1,1,90,1,1,2,58,5,5,1,0,3,5,7,133,140,FALSE
12,1,1,100,2,1,2,0,7,2,0,0,3,2,8,107,107,FALSE
15,1,1,100,2,1,2,0,8,3,0,0,3,3,9,111,111,FALSE
13,1,1,100,4,1,2,1,15,2,0,0,3,2,2,0,47,FALSE
87,1,1,100,2,1,2,0,32,27,0,0,3,27,10,691,691,FALSE
33,1,1,100,2,1,2,0,14,9,0,0,3,9,10,343,336,FALSE
12,1,1,100,2,1,2,0,7,2,0,0,3,2,8,99,99,FALSE
30,1,1,100,2,1,2,0,13,8,0,0,3,8,9,171,171,FALSE
66,1,1,100,2,1,2,0,16,11,0,0,30,11,11,580,580,FALSE
15,1,1,100,2,1,2,0,8,3,0,0,3,3,8,108,108,FALSE
33,1,1,100,2,1,2,0,14,9,0,0,3,9,9,176,176,FALSE
60,1,1,100,2,1,2,0,19,14,0,0,15,14,10,517,517,FALSE
16,1,1,100,2,1,2,0,7,2,0,0,7,2,3,0,55,FALSE
31,1,1,100,2,1,2,0,10,5,0,0,13,5,10,331,331,FALSE
39,1,1,100,2,1,2,1,11,6,0,0,18,6,8,204,204,FALSE
13,1,1,100,3,1,2,1,13,2,0,0,3,2,2,0,47,FALSE
12,1,1,100,2,1,2,1,7,2,0,0,3,2,11,101,101,FALSE
13,1,1,100,3,1,2,0,9,2,0,0,4,2,4,98,98,FALSE
42,1,1,100,2,1,2,0,17,12,0,0,3,12,9,218,218,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,21,47,52,FALSE
922,1,4,89,1,1,7,25,164,83,1,81,4,164,22,1475,1485,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,22,60,64,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,21,49,56,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,21,55,60,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,21,68,72,FALSE
12,0,0,0,1,1,1,0,0,0,9,0,1,0,21,63,72,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,21,51,57,FALSE
18,0,0,0,1,1,1,0,0,0,15,0,1,0,9,50,60,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,21,81,78,FALSE
68,1,1,0,3,1,2,0,32,22,0,0,0,22,19,260,266,FALSE
15,1,1,0,2,1,3,0,9,4,0,0,0,4,18,52,58,FALSE
12,1,1,0,2,1,2,0,8,3,0,0,0,3,18,47,53,FALSE
9,1,1,0,2,1,2,0,7,2,0,0,0,2,18,44,50,FALSE
24,1,1,0,2,1,3,0,11,6,0,0,0,6,18,70,76,FALSE
39,1,3,0,2,1,6,1,10,5,0,0,0,5,21,106,112,FALSE
11,1,1,0,2,1,3,1,8,3,0,0,0,3,2,0,25,FALSE
8,1,1,0,3,1,2,0,10,2,0,0,0,2,2,0,20,FALSE
20,1,1,0,2,1,3,0,11,6,0,0,0,6,2,0,34,FALSE
18,1,1,0,2,1,2,3,10,5,0,0,0,5,18,55,61,FALSE
5,1,1,0,3,1,0,0,11,1,0,0,0,1,18,38,44,FALSE
5,1,1,0,3,1,0,0,11,1,0,0,0,1,18,38,44,FALSE
5,1,1,0,3,1,0,0,11,1,0,0,0,1,12,23,29,FALSE
8,1,1,0,2,1,2,0,7,2,0,0,0,2,18,47,53,FALSE
6,1,1,0,3,1,0,0,8,1,0,0,0,1,18,39,45,FALSE
23,1,2,0,2,1,4,0,8,3,0,0,0,3,18,65,71,FALSE
9,1,1,0,2,1,2,0,7,2,0,0,0,2,18,42,48,FALSE
9,1,1,0,2,1,2,0,7,2,0,0,0,2,11,23,27,FALSE
18,1,1,0,2,1,3,0,10,5,0,0,0,5,11,30,34,FALSE
18,1,1,0,3,1,3,0,12,5,0,0,0,5,20,54,66,FALSE
18,1,1,0,3,1,3,0,12,5,0,0,0,5,19,53,65,FALSE
12,1,1,0,2,1,2,0,8,3,0,0,0,3,18,47,53,FALSE
8,1,1,0,2,1,2,2,7,2,0,0,0,2,18,47,53,FALSE
9,1,1,0,2,1,2,3,7,2,0,0,0,2,18,42,48,FALSE
24,1,1,0,3,1,2,0,14,7,0,0,0,7,18,65,71,FALSE
12,1,1,0,3,1,2,0,10,3,0,0,0,3,9,15,15,FALSE
9,1,1,0,2,1,2,1,7,2,0,0,0,2,18,44,50,FALSE
9,1,1,0,3,1,2,0,9,2,0,0,0,2,18,42,48,FALSE
8,1,1,0,2,1,2,0,7,2,0,0,0,2,18,42,48,FALSE
113,1,3,0,2,1,3,0,17,12,0,0,0,12,18,188,194,FALSE
23,1,1,0,2,1,2,0,11,6,0,0,0,6,18,62,68,FALSE
123,2,13,0,2,1,3,0,18,13,0,0,0,13,18,219,225,FALSE
19,1,1,0,1,1,3,23,5,5,1,0,0,5,18,58,64,FALSE
12,1,1,0,2,1,3,0,8,3,0,0,0,3,18,49,55,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,21,53,57,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,21,43,48,FALSE
6,0,0,0,1,1,0,0,0,0,4,0,0,0,17,55,57,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,21,57,61,FALSE
20,0,0,0,1,1,1,0,0,0,17,0,1,0,21,140,150,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,21,51,57,FALSE
26,0,0,0,1,1,1,0,0,0,23,0,1,0,23,182,188,FALSE
12,0,0,0,1,1,1,0,0,0,9,0,1,0,11,46,51,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,6,22,42,FALSE
42,1,1,100,2,1,1,0,14,0,0,14,23,14,7,2,45,FALSE
304,1,1,100,2,1,2,0,44,0,0,44,108,44,8,71,297,FALSE
11,0,0,0,1,1,1,0,0,0,10,0,1,0,3,3,5,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,15,38,46,FALSE
12,0,0,0,1,1,1,0,0,0,9,0,1,0,15,42,50,FALSE
806,1,1,100,3,1,31,0,302,0,3,279,497,279,99,6361,4872,FALSE
11,0,0,0,1,1,0,0,0,0,8,0,1,0,16,46,56,FALSE
9,0,0,0,1,1,0,0,0,0,6,0,1,0,16,50,57,FALSE
8,0,0,0,1,1,0,0,0,0,5,0,1,0,16,38,46,FALSE
15,0,0,0,1,1,0,0,0,0,12,0,1,0,16,62,69,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,15,35,45,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,20,96,99,FALSE
17,0,0,0,1,1,0,0,0,0,14,0,1,0,17,99,111,FALSE
26,0,0,0,1,1,0,0,0,0,23,0,1,0,17,67,82,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,15,34,40,FALSE
17,0,0,0,1,1,0,0,0,0,14,0,1,0,15,48,60,FALSE
21,0,0,0,1,1,0,0,0,0,18,0,1,0,15,49,62,FALSE
12,0,0,0,1,1,1,0,0,0,9,0,1,0,20,55,64,FALSE
12,0,0,0,1,1,0,0,0,0,9,0,1,0,15,41,49,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,15,34,40,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,15,35,45,FALSE
20,0,0,0,1,1,0,0,0,0,17,0,1,0,16,54,61,FALSE
8,0,0,0,1,1,0,0,0,0,5,0,1,0,15,37,48,FALSE
13,0,0,0,1,1,0,0,0,0,13,0,1,0,15,44,53,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,15,35,43,FALSE
20,0,0,0,1,1,0,0,0,0,17,0,1,0,15,48,67,FALSE
19,0,0,0,1,1,3,0,0,0,16,0,1,0,16,47,63,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,15,34,40,FALSE
11,0,0,0,1,1,0,0,0,0,8,0,1,0,16,40,47,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,3,1,20,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,8,15,15,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,6,13,13,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,5,13,13,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,6,11,13,FALSE
9,0,0,0,1,1,0,0,0,0,5,0,2,0,5,13,13,FALSE
4,0,0,0,2,1,0,4,0,0,0,0,0,0,23,98,110,FALSE
4,0,0,0,2,1,0,44,0,0,0,0,0,0,23,92,104,FALSE
19,1,3,50,3,3,0,5,4,3,1,0,1,3,27,146,166,FALSE
335,13,31,0,8,1,26,0,52,5,0,0,0,5,15,3,482,FALSE
263,6,13,78,8,1,20,0,54,7,0,0,2,7,14,3,391,FALSE
468,6,18,93,4,1,29,9,38,14,3,0,41,14,14,4,699,FALSE
130,4,10,0,8,1,23,0,53,6,0,0,0,6,14,3,253,FALSE
161,4,10,83,8,1,21,0,53,6,3,0,4,6,14,2,284,FALSE
141,3,10,0,12,1,22,0,58,7,0,0,0,7,14,2,264,FALSE
32,4,4,100,8,1,8,3,44,1,3,0,0,1,12,0,133,FALSE
143,5,8,86,12,1,21,0,56,5,2,0,1,5,14,2,268,FALSE
408,10,28,77,12,1,23,0,62,9,3,0,0,9,14,5,543,FALSE
185,5,13,85,8,1,24,0,54,7,6,0,0,7,14,2,312,FALSE
270,6,13,75,8,1,26,0,57,8,2,0,3,8,14,3,405,FALSE
484,13,24,87,4,1,37,0,55,15,15,1,0,16,12,0,645,FALSE
56,3,5,0,8,1,14,0,52,5,0,0,0,5,12,0,168,FALSE
371,9,27,78,8,1,29,0,57,8,1,0,3,8,15,4,521,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,19,40,46,FALSE
12,0,0,0,1,1,1,0,0,0,9,0,1,0,3,12,17,FALSE
10,0,0,0,1,1,1,1,0,0,7,0,1,0,18,45,52,FALSE
14,0,0,0,1,1,1,0,0,0,11,0,1,0,11,22,26,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,6,3,3,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,1,0,2,FALSE
11,0,0,0,1,1,1,0,0,0,8,0,1,0,18,56,67,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,7,10,16,FALSE
7,0,0,0,1,1,3,0,0,0,4,0,1,0,6,21,40,FALSE
12,0,0,0,1,1,1,0,0,0,9,0,1,0,18,57,68,FALSE
18,0,0,0,1,1,1,0,0,0,15,0,1,0,20,82,95,FALSE
16,0,0,0,1,1,1,0,0,0,13,0,1,0,9,19,30,FALSE
6,0,0,0,1,1,1,0,0,0,7,0,1,0,18,44,51,FALSE
15,0,0,0,1,1,1,0,0,0,12,0,1,0,18,60,72,FALSE
19,0,0,0,2,1,1,0,0,0,16,0,1,0,18,54,75,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,18,41,47,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,4,2,32,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,18,45,53,FALSE
12,0,0,0,1,1,1,0,0,0,12,0,1,0,20,55,64,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,19,49,57,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,2,2,3,FALSE
10,0,0,0,1,1,1,0,0,0,7,0,1,0,9,37,37,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,17,46,52,FALSE
12,0,0,0,1,1,1,0,0,0,9,0,1,0,17,53,65,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,16,34,40,FALSE
12,0,0,0,1,1,1,0,0,0,12,0,1,0,12,76,79,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,3,2,4,FALSE
14,0,0,0,1,1,1,0,0,0,11,0,1,0,18,53,63,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,9,32,34,FALSE
10,0,0,0,1,1,1,0,0,0,7,0,1,0,18,46,55,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,8,15,16,FALSE
16,0,0,0,2,1,1,0,0,0,5,0,1,0,19,45,55,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,18,38,44,FALSE
4,0,0,0,1,1,1,0,0,0,1,0,1,0,9,14,14,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,9,16,16,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,7,8,8,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,18,41,47,FALSE
16,0,0,0,1,1,1,2,0,0,13,0,1,0,21,93,89,FALSE
4,0,0,0,2,1,1,0,0,0,1,0,1,0,8,15,15,FALSE
4,0,0,0,2,1,1,0,0,0,1,0,1,0,8,15,15,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,19,42,50,FALSE
8,1,1,66,1,1,0,0,1,1,1,0,2,1,19,43,52,FALSE
11,0,0,0,1,1,1,0,0,0,8,0,1,0,18,46,53,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,18,42,50,FALSE
16,0,0,0,1,1,1,0,0,0,13,0,1,0,18,53,63,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,11,33,14,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,18,44,50,FALSE
12,0,0,0,1,1,1,0,0,0,9,0,1,0,9,18,24,FALSE
10,0,0,0,1,1,1,0,0,0,7,0,1,0,18,47,54,FALSE
15,0,0,0,1,1,1,0,0,0,12,0,1,0,24,87,98,FALSE
13,0,0,0,1,1,1,0,0,0,10,0,1,0,9,43,53,FALSE
13,0,0,0,1,1,1,0,0,0,10,0,1,0,10,19,27,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,9,16,16,FALSE
9,0,0,0,1,1,1,0,0,0,7,0,1,0,20,52,59,FALSE
9,0,0,0,2,1,1,3,0,0,9,0,1,0,15,39,48,FALSE
6,0,0,0,1,1,1,17,0,0,3,0,1,0,18,43,50,FALSE
6,0,0,0,2,1,1,0,0,0,3,0,1,0,18,41,48,FALSE
9,0,0,0,2,1,1,0,0,0,6,0,1,0,7,8,14,FALSE
10,0,0,0,2,1,1,0,0,0,8,0,1,0,20,49,56,FALSE
14,0,0,0,3,1,1,0,0,0,14,0,1,0,15,35,43,FALSE
16,0,0,0,2,1,1,0,0,0,13,0,1,0,9,22,35,FALSE
10,0,0,0,2,1,1,0,0,0,7,0,1,0,9,19,25,FALSE
7,0,0,0,2,1,1,0,0,0,4,0,1,0,2,0,20,FALSE
8,0,0,0,2,1,1,0,0,0,8,0,1,0,16,39,48,FALSE
13,0,0,0,2,1,1,0,0,0,10,0,1,0,9,36,44,FALSE
6,0,0,0,2,1,1,0,0,0,3,0,1,0,9,16,18,FALSE
6,0,0,0,2,1,1,0,0,0,3,0,1,0,9,37,37,FALSE
13,0,0,0,2,1,1,0,0,0,13,0,1,0,22,60,69,FALSE
8,0,0,0,1,1,4,0,0,0,5,0,1,0,2,0,20,FALSE
3,0,0,0,3,1,1,0,0,0,1,0,1,0,2,0,16,FALSE
7,0,0,0,2,1,1,2,0,0,4,0,1,0,25,68,74,FALSE
4,0,0,0,3,1,1,0,0,0,1,0,1,0,8,15,15,FALSE
4,0,0,0,3,1,1,0,0,0,1,0,1,0,8,15,15,FALSE
6,0,0,0,3,1,1,0,0,0,3,0,1,0,14,25,31,FALSE
13,0,0,0,2,1,1,0,0,0,10,0,1,0,9,48,58,FALSE
8,0,0,0,2,1,1,0,0,0,5,0,1,0,4,6,7,FALSE
5,0,0,0,2,1,1,0,0,0,2,0,1,0,6,3,3,FALSE
13,0,0,0,1,1,1,2,0,0,10,0,1,0,15,67,62,FALSE
8,0,0,0,2,1,2,0,0,0,5,0,1,0,9,16,15,FALSE
8,0,0,0,2,1,2,0,0,0,5,0,1,0,9,16,15,FALSE
13,0,0,0,1,1,1,2,0,0,10,0,1,0,10,17,23,FALSE
6,0,0,0,2,1,1,0,0,0,3,0,1,0,9,17,20,FALSE
6,0,0,0,2,1,1,0,0,0,3,0,1,0,9,17,20,FALSE
5,0,0,0,2,1,1,0,0,0,2,0,1,0,3,6,8,FALSE
26,0,0,0,1,1,1,0,0,0,23,0,1,0,18,83,103,FALSE
8,0,0,0,1,1,1,3,0,0,5,0,1,0,21,69,72,FALSE
4,0,0,0,2,1,1,0,0,0,1,0,1,0,9,16,15,FALSE
8,0,0,0,2,1,1,2,0,0,5,0,1,0,4,20,40,FALSE
4,0,0,0,3,1,1,0,0,0,1,0,1,0,4,16,32,FALSE
4,0,0,0,3,1,1,0,0,0,1,0,1,0,4,16,32,FALSE
4,0,0,0,2,1,1,0,0,0,1,0,1,0,9,16,15,FALSE
43,0,0,0,1,1,3,2,0,0,40,0,1,0,5,71,85,FALSE
4,0,0,0,2,1,2,0,0,0,1,0,1,0,6,18,34,FALSE
4,0,0,0,2,1,2,0,0,0,1,0,1,0,6,18,34,FALSE
9,0,0,0,1,1,1,0,0,0,9,0,1,0,21,54,62,FALSE
10,0,0,0,2,1,1,0,0,0,2,0,1,0,20,38,61,FALSE
22,0,0,0,1,1,1,0,0,0,19,0,1,0,18,77,93,FALSE
14,0,0,0,2,1,2,0,0,0,4,0,1,0,4,6,10,FALSE
23,0,0,0,1,1,1,0,0,0,20,0,1,0,22,68,78,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,18,40,46,FALSE
11,0,0,0,1,1,2,0,0,0,8,0,1,0,11,18,18,FALSE
13,0,0,0,1,1,1,0,0,0,10,0,1,0,11,20,20,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,5,2,21,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,9,14,14,FALSE
5,0,0,0,1,1,2,0,0,0,2,0,1,0,11,18,18,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,11,18,18,FALSE
18,0,0,0,1,1,1,0,0,0,15,0,1,0,9,14,14,FALSE
14,0,0,0,1,1,1,0,0,0,11,0,1,0,11,18,18,FALSE
10,0,0,0,1,1,2,0,0,0,7,0,1,0,2,0,22,FALSE
10,0,0,0,1,1,1,0,0,0,7,0,1,0,18,43,49,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,13,28,33,FALSE
7,0,0,0,1,1,3,0,0,0,4,0,1,0,1,0,1,FALSE
18,0,0,0,1,1,1,0,0,0,15,0,1,0,18,113,127,FALSE
18,0,0,0,1,1,1,0,0,0,15,0,1,0,1,0,11,FALSE
6,0,0,0,1,1,1,2,0,0,3,0,1,0,3,6,7,FALSE
5,0,0,0,2,1,1,0,0,0,2,0,1,0,5,6,23,FALSE
5,0,0,0,2,1,1,0,0,0,2,0,1,0,5,6,23,FALSE
11,0,0,0,1,1,1,0,0,0,8,0,1,0,14,46,55,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,12,24,31,FALSE
15,0,0,0,1,1,1,0,0,0,12,0,1,0,11,23,36,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,18,38,44,FALSE
21,0,0,0,1,1,1,0,0,0,18,0,1,0,3,16,23,FALSE
21,0,0,0,1,1,1,0,0,0,18,0,1,0,1,0,7,FALSE
10,0,0,0,1,1,1,0,0,0,8,0,1,0,4,2,25,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,20,47,53,FALSE
13,0,0,0,1,1,1,0,0,0,10,0,1,0,18,50,57,FALSE
95,2,6,64,1,1,1,0,10,9,4,1,1,10,22,284,319,FALSE
10,0,0,0,1,1,1,0,0,0,7,0,1,0,18,47,54,FALSE
19,0,0,0,1,1,1,2,0,0,16,0,1,0,22,91,89,FALSE
7,0,0,0,2,1,1,0,0,0,4,0,1,0,8,15,15,FALSE
7,0,0,0,2,1,1,0,0,0,4,0,1,0,8,15,15,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,6,19,36,FALSE
9,0,0,0,1,1,2,0,0,0,6,0,1,0,6,23,44,FALSE
12,0,0,0,1,1,1,0,0,0,12,0,1,0,18,57,66,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,19,43,49,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,16,38,44,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,18,43,52,FALSE
16,0,0,0,1,1,1,0,0,0,13,0,1,0,20,65,85,FALSE
13,0,0,0,1,1,1,1,0,0,10,0,1,0,18,52,60,FALSE
4,0,0,0,2,1,1,0,0,0,1,0,1,0,5,4,4,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,1,0,3,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,9,30,30,FALSE
46,1,1,100,3,1,6,0,49,0,0,26,15,26,2,3,55,FALSE
14,0,0,0,1,1,1,0,0,0,11,0,1,0,18,50,64,FALSE
10,0,0,0,1,1,1,0,0,0,7,0,1,0,18,51,59,FALSE
13,0,0,0,1,1,1,0,0,0,10,0,1,0,17,74,87,FALSE
27,3,5,16,1,1,3,0,2,2,6,0,0,2,3,0,0,FALSE
305,7,24,97,2,1,5,0,13,0,0,6,186,6,31,533,551,FALSE
7,0,0,0,1,1,2,0,0,0,5,0,0,0,14,44,50,FALSE
126,2,5,75,1,1,17,0,13,13,7,0,0,13,21,360,272,FALSE
54,4,5,9,1,1,2,0,5,5,2,0,0,5,17,99,109,FALSE
13,0,0,0,1,1,1,0,0,0,11,0,0,0,15,50,54,FALSE
3,1,1,0,0,0,1,2,1,1,0,0,0,1,15,43,64,FALSE
5,0,0,0,1,1,0,0,0,0,3,0,0,0,13,34,40,FALSE
124,2,5,76,1,1,14,0,13,13,6,0,0,13,22,296,290,FALSE
9,0,0,0,1,1,0,0,0,0,7,0,0,0,13,38,44,FALSE
614,3,23,77,1,1,9,0,36,34,13,2,1,36,43,1132,1666,FALSE
19,1,1,60,2,1,0,0,17,4,1,1,0,5,5,7,7,FALSE
100,3,8,81,2,1,0,3,52,8,6,0,0,8,4,9,41,FALSE
74,3,4,0,3,1,0,0,57,4,0,1,0,5,10,38,25,FALSE
53,2,3,0,3,1,0,0,57,4,0,1,0,5,10,83,41,FALSE
46,2,4,0,2,1,0,0,48,3,0,1,0,4,7,32,23,FALSE
36,1,4,77,2,1,0,0,21,8,1,1,0,9,4,6,6,FALSE
24,0,0,0,0,0,0,2,0,0,0,0,22,0,4,1,17,FALSE
2358,2,13,96,1,1,21,0,38,2,2,36,9,38,33,2636,5152,FALSE
101,2,8,58,1,2,0,4,12,11,1,1,0,12,6,10,10,FALSE
325,3,13,94,1,2,5,7,44,29,7,15,3,44,33,355,343,FALSE
381,3,14,77,1,1,9,0,29,26,6,3,0,29,37,273,446,FALSE
1146,2,11,93,1,1,40,0,33,32,24,1,16,33,45,597,940,FALSE
119,3,8,0,3,1,0,0,59,6,0,1,0,7,2,16,16,FALSE
141,2,7,69,1,1,6,0,13,13,1,0,0,13,7,13,67,FALSE
80,2,5,0,2,1,6,0,53,9,0,0,0,9,11,74,59,FALSE
25,1,1,71,2,1,0,0,19,6,1,1,0,7,10,12,12,FALSE
558,3,15,93,1,1,0,0,37,35,19,2,12,37,9,21,30,FALSE
150,1,5,95,1,1,1,0,46,10,1,36,1,46,16,54,179,FALSE
29,1,4,66,2,1,0,0,18,5,2,1,0,6,6,8,7,FALSE
5,1,1,0,0,0,0,1,3,3,0,0,0,3,2,0,10,FALSE
47,2,4,0,2,1,0,0,49,4,0,1,0,5,6,36,27,FALSE
267,7,24,64,1,1,31,0,9,8,13,1,0,9,7,18,42,FALSE
168,2,6,63,2,1,1,0,55,11,1,0,0,11,18,234,305,FALSE
536,3,20,86,2,1,3,0,67,23,1,0,1,23,24,382,385,FALSE
122,5,10,46,1,1,5,0,8,8,3,0,1,8,39,398,471,FALSE
125,3,6,54,1,1,3,0,12,12,4,0,0,12,67,1509,1706,FALSE
3,1,1,0,0,0,1,486,1,1,0,0,0,1,16,77,84,FALSE
15,1,2,55,1,1,0,0,3,3,3,0,0,3,16,61,67,FALSE
98,5,9,51,1,1,4,0,5,0,0,5,7,5,74,773,836,FALSE
28,1,2,25,1,1,13,0,4,0,0,4,1,4,2,0,0,FALSE
114,2,6,0,1,1,10,0,13,1,0,12,0,13,19,368,584,FALSE
24,4,7,0,1,1,9,0,2,0,0,2,0,2,9,65,39,FALSE
71,1,2,66,1,2,17,0,6,5,6,1,0,6,18,80,72,FALSE
76,1,2,73,1,2,18,1,8,8,7,0,1,8,25,197,151,FALSE
53,1,3,70,2,1,20,0,13,5,1,0,1,5,11,44,56,FALSE
328,2,6,87,2,1,22,0,52,37,3,2,0,39,40,309,560,FALSE
338,3,17,65,1,1,41,0,16,16,4,0,0,16,41,228,470,FALSE
207,2,6,62,1,2,34,0,8,8,8,0,0,8,23,173,237,FALSE
120,2,8,73,1,1,13,1,13,12,2,1,0,13,20,153,169,FALSE
16,1,2,0,1,1,9,0,2,0,0,2,0,2,1,7,7,FALSE
